timestamp,blockReward
1686643583,0.023286651
1686643595,0.03546972
1686643607,0.044377678
1686643619,0.017062817
1686643631,0.054002984
1686643643,0.007939424
1686643655,0.091324974
1686643667,0.016993094
1686643679,0.03194884
1686643691,0.015657999
1686643703,0.007282664
1686643715,0.01136547
1686643727,0.025135048
1686643739,0.015508194
1686643751,0.015336544
1686643763,0.015783844
1686643775,0.004972932
1686643787,0.008090138
1686643799,0.039956838
1686643811,0.027379524
1686643823,0.009582172
1686643835,0.020344924
1686643847,0.008997819
1686643859,0.009314717
1686643871,0.031239434
1686643883,0.021556839
1686643895,0.02369099
1686643907,0.053818317
1686643919,0.014764945
1686643931,0.010679671
1686643943,0.013762502
1686643955,0.025747528
1686643967,0.081362872
1686643979,0.049069565
1686643991,0.023162772
1686644003,0.034716089
1686644015,0.017424929
1686644039,0.035259099
1686644051,0.014988265
1686644063,0.068116003
1686644075,0.008694292
1686644087,0.020731329
1686644099,0.014616236
1686644111,0.025111362
1686644135,0.019056406
1686644147,0.055036831
1686644159,0.02689286
1686644171,0.038370825
1686644183,0.029742616
1686644195,0.019878486
1686644207,0.017457187
1686644219,0.012652393
1686644231,0.019889861
1686644243,0.026472481
1686644267,0.019016257
1686644279,0.010910642
1686644291,0.042182904
1686644303,0.070612813
1686644315,0.038813952
1686644327,0.091409661
1686644339,0.025145477
1686644351,0.048250508
1686644363,0.224726545
1686644375,0.085419487
1686644387,0.008620274
1686644399,0.031918264
1686644411,0.117939377
1686644423,0.013393998
1686644435,0.022202621
1686644447,0.154225547
1686644459,0.044076446
1686644471,0.20853392
1686644483,0.009784111
1686644495,0.012151761
1686644507,0.056281513
1686644519,0.067439112
1686644531,0.007209482
1686644543,0.141720822
1686644555,0.043586121
1686644567,0.027386453
1686644579,0.066074652
1686644591,0.029701507
1686644603,0.041579219
1686644615,0.006765637
1686644627,0.014808198
1686644639,0.025508079
1686644651,0.030467314
1686644663,0.038936345
1686644675,0.021363044
1686644687,0.01624676
1686644699,0.03336532
1686644711,0.019605083
1686644723,0.052456403
1686644735,0.019499857
1686644747,0.012968502
1686644759,0.028955352
1686644771,0.146366075
1686644783,0.02830667
1686644795,0.032606998
1686644807,0.013412181
1686644819,0.016552822
1686644831,0.05177135
1686644843,0.036272854
1686644855,0.029898067
1686644867,0.02458584
1686644879,0.008627491
1686644891,0.06983485
1686644903,0.120678937
1686644915,0.09239837
1686644927,0.056348837
1686644939,0.006422092
1686644951,0.041809483
1686644963,0.011395891
1686644975,0.104501883
1686644987,0.030646439
1686644999,0.008009903
1686645011,0.049623303
1686645023,0.107803366
1686645035,0.017364271
1686645047,0.031317939
1686645059,0.05019897
1686645071,0.0322678
1686645083,0.01680199
1686645095,0.017723492
1686645107,0.015197455
1686645119,0.059021941
1686645131,0.02483574
1686645143,0.030162569
1686645155,0.02262461
1686645167,0.026649083
1686645179,0.161562732
1686645191,0.028036767
1686645203,0.018951937
1686645215,0.107887779
1686645227,0.087327824
1686645239,0.091569342
1686645251,0.034587489
1686645263,0.037657736
1686645275,0.054883503
1686645287,0.014320117
1686645299,0.022066468
1686645311,0.044205398
1686645323,0.05608616
1686645335,0.032963526
1686645347,0.018590263
1686645359,0.02259288
1686645371,0.023735708
1686645383,0.042218901
1686645395,0.046103826
1686645407,0.037073042
1686645419,0.010546708
1686645431,0.079117282
1686645443,0.042575955
1686645455,0.00939858
1686645467,0.030773815
1686645479,0.015863746
1686645491,0.032969644
1686645503,0.024379621
1686645515,0.017057664
1686645527,0.02703245
1686645539,0.043059059
1686645551,0.043390046
1686645563,0.061045223
1686645575,0.013508872
1686645587,0.02642016
1686645599,0.02901385
1686645611,0.071038844
1686645623,0.016189709
1686645635,0.031814076
1686645647,0.078546743
1686645659,0.013485405
1686645671,0.012587556
1686645683,0.025721315
1686645695,0.033191539
1686645707,0.015051996
1686645719,0.048321736
1686645731,0.021080797
1686645743,0.013132194
1686645755,0.023232797
1686645767,0.016893777
1686645779,0.025817543
1686645791,0.016040027
1686645803,0.069106903
1686645815,0.038146661
1686645827,0.036953086
1686645839,0.038186582
1686645851,0.030206002
1686645863,0.028784448
1686645875,0.019718474
1686645887,0.018423627
1686645899,0.014075957
1686645911,0.094779237
1686645923,0.025265309
1686645935,0.295865025
1686645947,0.020081119
1686645959,0.025014037
1686645971,0.030120264
1686645983,0.046532978
1686645995,0.013301787
1686646007,0.018305913
1686646019,0.181653986
1686646031,0.021889953
1686646043,0.071381789
1686646055,0.026474181
1686646067,0.027655711
1686646079,0.022875331
1686646091,0.022998127
1686646103,0.030467963
1686646115,0.105865806
1686646127,0.075226246
1686646139,0.089067066
1686646151,0.030555682
1686646163,0.0505006
1686646175,0.016084448
1686646187,0.051852536
1686646199,0.06107968
1686646211,0.075640978
1686646223,0.060938498
1686646235,0.019574951
1686646247,0.04341017
1686646259,0.024240275
1686646271,0.178241376
1686646283,0.040936275
1686646295,0.01100314
1686646307,0.032998852
1686646319,0.013664735
1686646331,0.037019789
1686646343,0.013960159
1686646355,0.044634739
1686646367,0.024858527
1686646379,0.030284269
1686646391,0.033982241
1686646403,0.019097629
1686646415,0.040740023
1686646427,0.01687001
1686646439,0.092087174
1686646451,0.017501444
1686646463,0.06325998
1686646475,0.045825114
1686646487,0.020542926
1686646499,0.064732256
1686646511,0.028785
1686646523,0.017404642
1686646535,0.027418368
1686646547,0.042012331
1686646559,0.039939571
1686646571,0.032335512
1686646583,0.033848064
1686646595,0.041225854
1686646607,0.042532182
1686646619,0.053446217
1686646631,0.012534135
1686646643,0.040113267
1686646655,0.025165107
1686646667,0.015299306
1686646679,0.030534535
1686646691,0.028753095
1686646703,0.024246206
1686646715,0.105214437
1686646727,0.058950984
1686646739,0.129781929
1686646751,0.024049692
1686646763,0.024346494
1686646775,0.019295691
1686646787,0.022622782
1686646799,0.056567229
1686646811,0.067312147
1686646823,0.024621371
1686646835,0.018258335
1686646847,0.018544287
1686646859,0.021994451
1686646871,0.040647146
1686646883,0.041890328
1686646895,0.02431511
1686646907,0.011034046
1686646919,0.094920072
1686646931,0.054654134
1686646943,0.01991469
1686646955,0.033079519
1686646967,0.01509819
1686646979,0.026051819
1686646991,0.01206587
1686647003,0.021838828
1686647015,0.029207136
1686647027,0.011107529
1686647039,0.062350848
1686647051,0.053477143
1686647063,0.046894906
1686647075,0.033531829
1686647087,0.023430384
1686647099,0.012831716
1686647111,0.027179143
1686647123,0.022567474
1686647135,0.019591283
1686647147,0.014612248
1686647159,0.063091241
1686647171,0.035526576
1686647183,0.022464539
1686647195,0.021269004
1686647207,0.008884289
1686647219,0.042938873
1686647231,0.018623385
1686647243,0.028549348
1686647255,0.02279312
1686647267,0.103693515
1686647279,0.021005699
1686647291,0.037757276
1686647303,0.024546214
1686647315,0.022528108
1686647327,0.018647817
1686647339,0.025443683
1686647351,0.016436737
1686647363,0.024890712
1686647375,0.016055377
1686647387,0.020804708
1686647399,0.017874991
1686647411,0.032659432
1686647423,0.014382811
1686647435,0.02777039
1686647447,0.021852061
1686647459,0.007798095
1686647471,0.028458039
1686647483,0.023241185
1686647495,0.011977009
1686647507,0.021624872
1686647519,0.031778541
1686647531,0.045849829
1686647543,0.03234192
1686647555,0.010215322
1686647567,0.014034888
1686647579,0.024651557
1686647591,0.033923896
1686647603,0.019911006
1686647615,0.033011956
1686647627,0.014286333
1686647639,0.050382546
1686647651,0.018998159
1686647663,0.028792662
1686647675,0.011232707
1686647687,0.033775243
1686647699,0.025059522
1686647711,0.016020168
1686647723,0.044023321
1686647735,0.068672491
1686647747,0.024703965
1686647759,0.012267166
1686647771,0.026778806
1686647783,0.023979215
1686647795,0.023344863
1686647807,0.076879992
1686647819,0.019456198
1686647831,0.03810081
1686647843,0.025598442
1686647855,0.020479044
1686647867,0.022086251
1686647879,0.008388806
1686647891,0.011685048
1686647903,0.023100246
1686647915,0.017424929
1686647927,0.020713919
1686647939,0.010256765
1686647951,0.034024536
1686647963,0.014385284
1686647975,0.022203441
1686647987,0.022236724
1686647999,0.007164127
1686648011,0.033079936
1686648023,0.00917298
1686648035,0.044575214
1686648047,0.026029762
1686648059,0.018983865
1686648071,0.036449141
1686648083,0.029268073
1686648095,0.00881586
1686648107,0.017562714
1686648119,0.039590891
1686648131,0.019935679
1686648143,0.034744988
1686648155,0.012806985
1686648167,0.02006077
1686648179,0.013961553
1686648191,0.019927893
1686648203,0.021882441
1686648215,0.046307406
1686648227,0.025177161
1686648239,0.036807439
1686648251,0.023147652
1686648263,0.01501531
1686648275,0.028530822
1686648287,0.020371709
1686648299,0.016957133
1686648311,0.04376363
1686648323,0.02764694
1686648335,0.018642983
1686648347,0.11640293
1686648359,0.025869371
1686648371,0.022017
1686648383,0.018833977
1686648395,0.012151886
1686648407,0.008639428
1686648419,0.056258237
1686648431,0.02505019
1686648443,0.052217616
1686648455,0.026659979
1686648467,0.021648397
1686648479,0.01016267
1686648491,0.01994599
1686648503,0.01362673
1686648515,0.053852441
1686648527,0.022584187
1686648539,0.015303277
1686648551,0.024691479
1686648563,0.021569959
1686648575,0.013433762
1686648587,0.023000036
1686648599,0.007856404
1686648611,0.045925926
1686648623,0.054743642
1686648635,0.141024818
1686648647,0.010045277
1686648659,0.036819392
1686648671,0.039110549
1686648683,0.010686058
1686648695,0.024128623
1686648707,0.031433647
1686648719,0.013869166
1686648731,0.023497063
1686648743,0.034686601
1686648755,0.022509923
1686648767,0.032829174
1686648779,0.009559593
1686648791,0.02757961
1686648803,0.012931562
1686648815,0.055312369
1686648827,0.026695643
1686648839,0.02514994
1686648851,0.019649505
1686648863,0.01278123
1686648875,0.04344985
1686648887,0.01251729
1686648899,0.011819642
1686648911,0.56032083
1686648923,0.094564238
1686648935,0.10939578
1686648947,0.047479104
1686648959,0.018319852
1686648971,0.032008636
1686648983,0.050237286
1686648995,0.025921617
1686649007,0.291828998
1686649019,0.089626518
1686649031,0.021827153
1686649043,0.043025517
1686649055,0.089402869
1686649067,0.076553089
1686649079,0.023863507
1686649091,0.020803882
1686649103,0.032616517
1686649115,0.052751336
1686649127,0.018973538
1686649139,0.055108868
1686649151,0.030216525
1686649163,0.020792988
1686649175,0.025650252
1686649187,0.034588702
1686649199,0.025764066
1686649211,0.042395065
1686649223,0.084401702
1686649235,0.066073473
1686649247,0.020816645
1686649259,0.02310752
1686649271,0.032762035
1686649283,0.105529765
1686649295,0.019549703
1686649307,0.017091174
1686649319,0.01453691
1686649331,0.024968203
1686649343,0.016408655
1686649355,0.035371756
1686649367,0.01541839
1686649379,0.016777684
1686649391,0.020740136
1686649403,0.012707389
1686649415,0.018226826
1686649427,0.013056481
1686649439,0.016827296
1686649451,0.01585062
1686649463,0.01922357
1686649475,0.032954394
1686649487,0.01103314
1686649499,0.026443069
1686649511,0.045339708
1686649523,0.017319371
1686649535,0.023246641
1686649547,0.025594902
1686649559,0.010525848
1686649571,0.030265977
1686649583,0.011605896
1686649595,0.034101549
1686649607,0.010242654
1686649619,0.093895784
1686649631,0.025397152
1686649643,0.009122801
1686649655,0.021856397
1686649667,0.006511037
1686649679,0.021886628
1686649691,0.048187055
1686649703,0.00898104
1686649715,0.051207677
1686649727,0.011631415
1686649739,0.049401498
1686649751,0.031579956
1686649763,0.049417288
1686649775,0.039719882
1686649787,0.008494147
1686649799,0.054544161
1686649811,0.020132543
1686649823,0.058669669
1686649835,0.051481361
1686649847,0.068535069
1686649871,0.077228529
1686649883,0.018139135
1686649895,0.017497295
1686649907,0.00816987
1686649919,0.078930059
1686649931,0.013165629
1686649943,0.015710303
1686649955,0.006522892
1686649967,0.01405035
1686649979,0.010063177
1686649991,0.015377762
1686650003,0.047599016
1686650015,0.023474079
1686650027,0.022807982
1686650039,0.014248858
1686650051,0.033288849
1686650063,0.017746085
1686650075,0.017848529
1686650087,0.025531094
1686650099,0.200286119
1686650111,0.041941297
1686650123,0.05688655
1686650135,0.014469377
1686650147,0.083667262
1686650159,0.031753286
1686650171,0.040993515
1686650183,0.024846859
1686650195,0.061535336
1686650207,0.01136094
1686650219,0.013603932
1686650231,0.021923405
1686650243,0.018425849
1686650255,0.019499245
1686650267,0.036505106
1686650279,0.024861979
1686650291,0.041795819
1686650303,0.036596717
1686650315,0.066285653
1686650327,0.069462785
1686650351,0.073197364
1686650363,0.007582581
1686650375,0.008848375
1686650387,0.017534108
1686650399,0.024552279
1686650411,0.052185141
1686650423,0.056078899
1686650435,0.013106276
1686650447,0.019351462
1686650459,0.026744144
1686650471,0.014254429
1686650483,0.0164849
1686650495,0.011359638
1686650507,0.01919304
1686650519,0.009523545
1686650531,0.036546246
1686650543,0.056383525
1686650567,0.043349236
1686650579,0.026661193
1686650591,0.105990595
1686650603,0.022674112
1686650615,0.02015447
1686650627,0.010869363
1686650639,0.028363146
1686650651,0.059454307
1686650663,0.0169762
1686650675,0.016085119
1686650687,0.020710231
1686650699,0.028031994
1686650711,0.124960074
1686650723,0.024818679
1686650735,0.016580706
1686650747,0.0137271
1686650759,0.063401325
1686650771,0.036051828
1686650783,0.013976025
1686650795,0.020517333
1686650807,0.023799655
1686650819,0.014678246
1686650831,0.011892836
1686650843,0.014211289
1686650855,0.008474754
1686650867,0.014376148
1686650879,0.018539027
1686650891,0.02235028
1686650903,0.017983842
1686650915,0.045699234
1686650927,0.015088325
1686650939,0.019838153
1686650951,0.031326377
1686650963,0.058689116
1686650975,0.023363022
1686650987,0.139085415
1686650999,0.941687292
1686651011,0.060221683
1686651023,0.102366933
1686651035,0.039528468
1686651047,0.015532515
1686651059,0.039763335
1686651071,0.065210363
1686651083,0.097112253
1686651095,0.036548068
1686651107,0.014694113
1686651119,0.007570812
1686651131,0.033593239
1686651143,0.022983128
1686651155,0.026893787
1686651167,0.020583004
1686651179,0.041508776
1686651191,0.304561972
1686651203,0.018235753
1686651215,0.029797707
1686651227,0.032521389
1686651239,0.018406211
1686651251,0.016744408
1686651263,0.037703923
1686651275,0.050730058
1686651287,0.020585873
1686651299,0.025701452
1686651311,0.047385517
1686651323,0.054038042
1686651335,0.013084883
1686651347,0.048238737
1686651359,0.015386129
1686651371,0.014362242
1686651383,0.027505526
1686651395,0.012106449
1686651407,0.022735111
1686651419,0.008122946
1686651431,0.045963736
1686651443,0.026719078
1686651455,0.01512467
1686651467,0.039650348
1686651479,0.040904495
1686651491,0.018905135
1686651503,0.016918816
1686651515,0.016385049
1686651527,0.021414963
1686651539,0.012937284
1686651551,0.016862051
1686651563,0.072512219
1686651575,0.077429172
1686651587,0.009175741
1686651599,0.016298955
1686651611,0.023409499
1686651623,0.018600871
1686651635,0.020814736
1686651647,0.051468124
1686651659,0.015188704
1686651671,0.022905463
1686651683,0.009098441
1686651695,0.025724676
1686651707,0.00820994
1686651719,0.032719335
1686651731,0.016444371
1686651743,0.033171261
1686651755,0.017835523
1686651767,0.021274991
1686651779,0.017714403
1686651791,0.011881978
1686651803,0.014514128
1686651815,0.022844534
1686651827,0.013039872
1686651839,0.011187324
1686651851,0.023214365
1686651863,0.01162002
1686651875,0.029126149
1686651887,0.01848433
1686651899,0.032567659
1686651911,0.016322121
1686651923,0.01057486
1686651935,0.010655734
1686651947,0.019749464
1686651959,0.011980927
1686651971,0.029160505
1686651983,0.010340744
1686651995,0.008778553
1686652007,0.020652835
1686652019,0.022423353
1686652031,0.021188621
1686652043,0.041617615
1686652055,0.011466581
1686652067,0.011648568
1686652079,0.017177255
1686652091,0.028386398
1686652103,0.01299333
1686652115,0.018168485
1686652127,0.176108501
1686652139,0.032214771
1686652151,0.012957733
1686652163,1.18095812
1686652175,0.03257088
1686652187,0.035409598
1686652199,0.010611933
1686652211,0.050022368
1686652223,0.026736592
1686652235,0.023773505
1686652247,0.020636902
1686652259,0.023134917
1686652271,0.027251342
1686652283,0.017830628
1686652295,0.035118995
1686652307,0.116955758
1686652319,0.065718238
1686652331,0.014325465
1686652343,0.081475398
1686652355,0.050071336
1686652367,0.035806732
1686652379,0.053862768
1686652391,0.080080861
1686652403,0.081434943
1686652415,0.045498535
1686652427,0.034741158
1686652439,0.031430932
1686652451,0.035625942
1686652463,0.121215702
1686652475,0.040214654
1686652487,0.013128174
1686652499,0.014506379
1686652511,0.040761363
1686652523,0.109207566
1686652535,0.052483504
1686652547,0.039822349
1686652559,0.042795066
1686652571,0.01658369
1686652583,0.04156156
1686652595,0.03040115
1686652607,0.013113749
1686652619,0.017853263
1686652631,0.020761638
1686652643,0.047665319
1686652655,0.057039623
1686652667,0.024454055
1686652679,0.050791586
1686652691,0.027440127
1686652703,0.027794924
1686652715,0.016157782
1686652727,0.042737084
1686652739,0.012887107
1686652763,0.037835265
1686652775,0.058141719
1686652787,0.025179389
1686652811,0.035137944
1686652823,0.016185143
1686652835,0.012397832
1686652847,0.016789124
1686652859,0.014317325
1686652871,0.054424125
1686652883,0.01204365
1686652895,0.022232556
1686652907,0.017488693
1686652919,0.013867477
1686652931,0.036110016
1686652943,0.023840096
1686652955,0.041502328
1686652979,0.047091125
1686652991,0.040393988
1686653003,0.019009449
1686653015,0.033991706
1686653027,0.277159755
1686653039,0.027945987
1686653051,0.021984472
1686653063,0.011693784
1686653075,0.038282778
1686653087,0.010075771
1686653099,0.007125866
1686653111,0.025057362
1686653123,0.03858036
1686653135,0.022205348
1686653147,0.008570465
1686653159,0.056310123
1686653171,0.019286584
1686653183,0.038217784
1686653195,0.030220189
1686653207,0.033633345
1686653219,0.045509198
1686653231,0.031940365
1686653243,0.033016408
1686653255,0.022617806
1686653267,0.025360369
1686653279,0.01757071
1686653291,0.571100032
1686653303,0.040313548
1686653315,0.026318997
1686653327,0.018026429
1686653339,0.02351313
1686653351,0.028628701
1686653363,0.007821028
1686653375,0.021650058
1686653387,0.014455769
1686653399,0.15374503
1686653411,0.02724048
1686653423,0.010562378
1686653435,0.015878088
1686653447,0.016632629
1686653459,0.022819462
1686653471,0.017187347
1686653483,0.017659777
1686653495,0.014440271
1686653507,0.013517003
1686653519,0.012346529
1686653531,0.042860449
1686653543,0.039917955
1686653555,0.024110064
1686653567,0.05455453
1686653579,0.027755396
1686653591,0.045439648
1686653603,0.011483716
1686653615,0.040369629
1686653627,0.012499113
1686653639,0.04738563
1686653651,0.043587556
1686653663,0.010181513
1686653675,0.06571245
1686653687,0.008674605
1686653699,0.015013071
1686653711,0.040637805
1686653723,0.020984008
1686653735,0.024346402
1686653747,0.015796895
1686653759,0.056189359
1686653771,0.065224391
1686653783,0.016564737
1686653795,0.018906238
1686653807,0.068017238
1686653819,0.023442637
1686653831,0.013952683
1686653843,0.016936922
1686653855,0.069636277
1686653879,0.035512529
1686653891,0.353741234
1686653903,0.046525826
1686653915,0.181553296
1686653927,0.036133769
1686653939,0.026963584
1686653951,0.113773929
1686653963,0.022131251
1686653975,0.017286636
1686653987,0.043378146
1686653999,0.056521836
1686654011,0.058875398
1686654023,0.026363056
1686654035,0.028909198
1686654047,0.052833781
1686654059,0.037115206
1686654071,0.027407716
1686654083,0.045220916
1686654095,0.028941991
1686654107,0.033311409
1686654119,0.107440081
1686654131,0.021234864
1686654143,0.029068141
1686654155,0.01757737
1686654167,0.03820525
1686654179,0.019464864
1686654191,0.044943998
1686654203,0.011254375
1686654215,0.015196542
1686654227,0.0195221
1686654239,0.012154636
1686654251,0.01444937
1686654263,0.048393863
1686654275,0.015200631
1686654287,0.027512258
1686654299,0.013136466
1686654311,0.030299031
1686654323,0.017413065
1686654335,0.071395231
1686654347,0.019163897
1686654359,0.010352364
1686654371,0.057966672
1686654383,0.012178626
1686654395,0.031975135
1686654407,0.024809941
1686654419,0.019232469
1686654431,0.070244013
1686654443,0.010078613
1686654455,0.028837611
1686654467,0.012147945
1686654479,0.082424591
1686654491,0.010506066
1686654503,0.025890735
1686654515,0.053331531
1686654527,0.155876237
1686654539,0.095260275
1686654551,0.054328515
1686654563,0.0061943
1686654575,0.07080739
1686654587,0.073981017
1686654599,0.044307068
1686654611,0.026976568
1686654623,0.011941093
1686654635,0.033499885
1686654647,0.103777842
1686654659,0.021221211
1686654671,0.016343672
1686654683,0.045135795
1686654695,0.01890127
1686654707,0.020203693
1686654719,0.017883351
1686654731,0.041830147
1686654743,0.044817425
1686654755,0.020051683
1686654767,0.014645487
1686654779,0.033311203
1686654791,0.098758892
1686654803,0.031998141
1686654815,0.02024075
1686654827,0.038011803
1686654839,0.031161926
1686654851,0.018668433
1686654863,0.023286742
1686654875,0.060173227
1686654887,0.061828087
1686654899,0.042108611
1686654911,0.032685883
1686654923,0.024445673
1686654935,0.023071661
1686654947,0.01335924
1686654959,0.014280039
1686654983,0.033124829
1686654995,0.054940512
1686655007,0.007062752
1686655019,0.008218657
1686655031,0.032798968
1686655043,0.025870558
1686655055,0.27586599
1686655067,0.041776168
1686655079,0.05211218
1686655091,0.038431465
1686655103,0.054188323
1686655115,0.076331956
1686655127,0.034946588
1686655139,0.064238981
1686655151,0.042782478
1686655163,0.014742282
1686655175,0.029792862
1686655187,0.022402745
1686655199,0.025454781
1686655211,0.018800558
1686655223,0.03651265
1686655235,0.054677376
1686655247,0.034853374
1686655259,0.046587721
1686655271,0.030196565
1686655283,0.032967878
1686655295,0.06902622
1686655307,0.019054215
1686655319,0.037047719
1686655331,0.03163171
1686655343,0.01272598
1686655355,0.063365667
1686655367,0.052618195
1686655379,0.035148552
1686655391,0.019491675
1686655403,0.056174323
1686655415,0.012795066
1686655427,0.02708096
1686655439,0.012965838
1686655451,0.031717764
1686655463,0.015184163
1686655475,0.074495396
1686655487,0.024624729
1686655499,0.017459117
1686655511,0.017792245
1686655523,0.014227918
1686655535,0.012659746
1686655547,0.032098236
1686655559,0.014723184
1686655571,0.029381294
1686655583,0.04417059
1686655595,0.00881437
1686655607,0.08583613
1686655619,0.042597165
1686655631,0.025793463
1686655643,0.011909877
1686655655,0.032377171
1686655667,0.048774053
1686655679,0.030650557
1686655691,0.028591477
1686655703,0.023188642
1686655715,0.027841455
1686655727,0.058967769
1686655739,0.071601218
1686655751,0.028126357
1686655763,0.009976238
1686655775,0.046884942
1686655787,0.011659754
1686655799,0.86664444
1686655811,0.094741047
1686655823,0.02067764
1686655835,0.050171864
1686655847,0.026277841
1686655859,0.017235855
1686655871,0.062839789
1686655883,0.050513571
1686655895,0.021487175
1686655907,0.013052223
